Name,Mesh1,Mesh2,Mesh3,Mesh4,sfx1,sfx2,ID
初见日月·人间几度,(朱颜玉妙),,,RH_sword_285,RH_sword_285,,978,
初见日月·水中天,(锁闻),,,D011097,D011097,,1913,
初见日月·花开花落,(锁闻),,,D011097,D011097,,1913,
初见日月·无情,(炭烟目),,,RH_bow_078,RH_bow_078,,1087,
初见日月·剿杀,(炭烟目),,,RH_bow_078,RH_bow_078,,1087,
初见日月·双人语,(自在煞),,,RH_sword_284,RH_sword_284,,1654,
初见日月·水国生,(洞难载),,,D007385,D007385,,303,
初见日月·再相逢,(樱尾),,,Lh_stick_032,RH_flagon_068,,1574,
初见日月·极乐曼舞,(栏灰),,,RH_knife_076,RH_knife_076,,1188,
初见日月·冢原,(蔽寒天),,,LH_shield_068,RH_pike_069,,1762,
初见日月·谪玉琴,(困心杖),,,LH_piano_069,RH_blade_001,,1874,
初见日月·一弦一脉,(困心杖),,,LH_piano_069,RH_blade_001,,1874,
初见日月·三人笑,(金花戒),,,LH_BDdagger_039,RH_BDknife_039,,LH_BDshell_039,BDshelf_039,,2030,
初见日月·入江湖,(点花泪),,,San_039,San_039,,2304,
鲸波荡世·非相禅杖,(禅渡凡心),(禅渡凡心·一),,,RH_wand_152,RH_wand_152,,1273,
鲸波荡世·飘风笔,(朱墨熔心),(朱墨熔心·一),,,RH_brush_151,RH_brush_151,,1372,
鲸波荡世·古调笔,(朱墨熔心),(朱墨熔心·一),,,RH_brush_151,RH_brush_151,,1372,
鲸波荡世·寒月枪,(赤宇炎魂),(赤宇炎魂·一),,,RH_spear_139,RH_spear_139,,1473,
鲸波荡世·知梦剑,(孤清化雪),(孤清化雪·一),,,RH_sword_327,RH_sword_327,,1693,
鲸波荡世·忘年剑,(孤清化雪),(孤清化雪·一),,,RH_sword_327,RH_sword_327,,1693,
鲸波荡世·钗燕双剑,(凭栏忆云),(凭栏忆云·一),,,RH_sword_323,RH_sword_323,,998,
鲸波荡世·拾兰双剑,(凭栏忆云),(凭栏忆云·一),,,RH_sword_323,RH_sword_323,,998,
鲸波荡世·巫曲笛,(折木枯笛),(折木枯笛·一),,,D011110,D011110,,1933,
鲸波荡世·云隐笛,(折木枯笛),(折木枯笛·一),,,D011110,D011110,,1933,
鲸波荡世·夜行弩,(红烛落湘),(红烛落湘·一),,,RH_bow_090,RH_bow_090,,2209,
鲸波荡世·孤匣弩,(红烛落湘),(红烛落湘·一),,,RH_bow_090,RH_bow_090,,2209,
鲸波荡世·贯虹轻剑,(回锋问霄),(回锋问霄·一),,,RH_sword_325,RH_sword_325,,1698,
鲸波荡世·贯虹重剑,(刺陵归塬),(刺陵归塬·一),,,D007402,D007402,,323,
鲸波荡世·赤胆棍,(淀痕沉乌),(淀痕沉乌·一),,,Lh_stick_045,RH_flagon_081,,1594,
鲸波荡世·聆夜双刀,(晷日圣芒),(晷日圣芒·一),,,RH_knife_092,RH_knife_092,,2109,
鲸波荡世·烽尘盾刀,(煞风唳血),(煞风唳血·一),,,LH_shield_082,RH_pike_082,,1782,
鲸波荡世·箭书琴,(夜诵黄泉),(夜诵黄泉·一),,,LH_piano_081,RH_blade_069,,1894,
鲸波荡世·砌玉琴,(夜诵黄泉),(夜诵黄泉·一),,,LH_piano_081,RH_blade_069,,1894,
鲸波荡世·寒流刀,(凄风破浪),(凄风破浪·一),,,LH_BDdagger_052,RH_BDknife_052,,LH_BDshell_052,BDshelf_052,,2050,
鲸波荡世·烟泓伞,(赤月散英),(赤月散英·一),,,San_023,San_023,,2308,
醉解敌颅·法身禅杖,(禅渡凡心),(禅渡凡心·一),,,RH_wand_152,RH_wand_152,,1273,
醉解敌颅·闲主笔,(朱墨熔心),(朱墨熔心·一),,,RH_brush_151,RH_brush_151,,1372,
醉解敌颅·摇影笔,(朱墨熔心),(朱墨熔心·一),,,RH_brush_151,RH_brush_151,,1372,
醉解敌颅·夜杀枪,(赤宇炎魂),(赤宇炎魂·一),,,RH_spear_139,RH_spear_139,,1473,
醉解敌颅·常觉剑,(孤清化雪),(孤清化雪·一),,,RH_sword_327,RH_sword_327,,1693,
醉解敌颅·见妄剑,(孤清化雪),(孤清化雪·一),,,RH_sword_327,RH_sword_327,,1693,
醉解敌颅·若耶双剑,(凭栏忆云),(凭栏忆云·一),,,RH_sword_323,RH_sword_323,,998,
醉解敌颅·螺红双剑,(凭栏忆云),(凭栏忆云·一),,,RH_sword_323,RH_sword_323,,998,
醉解敌颅·蛮溪笛,(折木枯笛),(折木枯笛·一),,,D011110,D011110,,1933,
醉解敌颅·闲游笛,(折木枯笛),(折木枯笛·一),,,D011110,D011110,,1933,
醉解敌颅·笑天弩,(红烛落湘),(红烛落湘·一),,,RH_bow_090,RH_bow_090,,2209,
醉解敌颅·阎罗弩,(红烛落湘),(红烛落湘·一),,,RH_bow_090,RH_bow_090,,2209,
醉解敌颅·照影轻剑,(回锋问霄),(回锋问霄·一),,,RH_sword_325,RH_sword_325,,1698,
醉解敌颅·照影重剑,(刺陵归塬),(刺陵归塬·一),,,D007402,D007402,,323,
醉解敌颅·酩酊棍,(淀痕沉乌),(淀痕沉乌·一),,,Lh_stick_045,RH_flagon_081,,1594,
醉解敌颅·渡魔双刀,(晷日圣芒),(晷日圣芒·一),,,RH_knife_092,RH_knife_092,,2109,
醉解敌颅·历浊盾刀,(煞风唳血),(煞风唳血·一),,,LH_shield_082,RH_pike_082,,1782,
醉解敌颅·澹荡琴,(夜诵黄泉),(夜诵黄泉·一),,,LH_piano_081,RH_blade_069,,1894,
醉解敌颅·悲风琴,(夜诵黄泉),(夜诵黄泉·一),,,LH_piano_081,RH_blade_069,,1894,
醉解敌颅·霜行刀,(凄风破浪),(凄风破浪·一),,,LH_BDdagger_052,RH_BDknife_052,,LH_BDshell_052,BDshelf_052,,2050,
醉解敌颅·卷河伞,(赤月散英),(赤月散英·一),,,San_023,San_023,,2308,
沧海狂澜·音尘棍,(念经幡),,,RH_wand_156,RH_wand_156,,1274,
沧海狂澜·云桐笔,(绘栖枝),,,RH_brush_156,RH_brush_156,,1373,
沧海狂澜·寂松笔,(绘栖枝),,,RH_brush_156,RH_brush_156,,1373,
沧海狂澜·烽秋枪,(风蚀芒),,,RH_spear_144,RH_spear_144,,1474,
沧海狂澜·皓雪剑,(挑檀灰),,,RH_sword_337,RH_sword_337,,1694,
沧海狂澜·傲风剑,(挑檀灰),,,RH_sword_337,RH_sword_337,,1694,
沧海狂澜·落烟双剑,(忆流光),,,RH_sword_339,RH_sword_340,,999,
沧海狂澜·絮烛双剑,(忆流光),,,RH_sword_339,RH_sword_340,,999,
沧海狂澜·惑梦笛,(蝶化蕊),,,D011115,D011115,,1934,
沧海狂澜·蝶仙笛,(蝶化蕊),,,D011115,D011115,,1934,
沧海狂澜·影幽弩,(越深庭),,,RH_bow_095,RH_bow_095,,2210,
沧海狂澜·苍星弩,(越深庭),,,RH_bow_095,RH_bow_095,,2210,
沧海狂澜·藏心轻剑,(照翩跹),,,RH_sword_338,RH_sword_338,,1699,
沧海狂澜·藏心重剑,(望楼阙),,,D007410,D007410,,324,
沧海狂澜·芦庭棒,(醉金瓯),,,Lh_stick_049,RH_flagon_085,,1595,
沧海狂澜·烈刃双刀,(转金铃),,,RH_knife_096,RH_knife_097,,2110,
沧海狂澜·征承盾刀,(束幽阑),,,LH_shield_086,RH_pike_086,,1783,
沧海狂澜·寄南琴,(问王孙),,,LH_piano_086,RH_blade_086,,1895,
沧海狂澜·梨音琴,(问王孙),,,LH_piano_086,RH_blade_086,,1895,
沧海狂澜·酌锋刀,(斩天垒),,,LH_BDdagger_057,RH_BDknife_057,,LH_BDshell_057,BDshelf_057,,2051,
沧海狂澜·闲舟伞,(枯枝萤朵),,,San_033,San_033,,2309,
天地困人·连年不悟,(迦陵),,,RH_wand_147,RH_wand_147,,1260,
天地困人·待君,(潇韵),,,RH_brush_147,RH_brush_147,,1359,
天地困人·可医,(潇韵),,,RH_brush_147,RH_brush_147,,1359,
天地困人·东丘,(烈辰),,,RH_spear_134,RH_spear_134,,1460,
天地困人·羡鱼,(归晙),,,RH_sword_308,RH_sword_308,,1666,
天地困人·风波,(归晙),,,RH_sword_308,RH_sword_308,,1666,
天地困人·相映,(流瞻),,,RH_sword_310,RH_sword_310,,985,
天地困人·韶妍,(流瞻),,,RH_sword_310,RH_sword_310,,985,
天地困人·牧野,(庚天),,,D011106,D011106,,1920,
天地困人·哀曲长吹,(庚天),,,D011106,D011106,,1920,
天地困人·堕地狱,(灭镞),,,RH_bow_086,RH_bow_086,,1094,
天地困人·鬼谷幽,(灭镞),,,RH_bow_086,RH_bow_086,,1094,
天地困人·三尺三寸,(琢瑾),,,RH_sword_309,RH_sword_309,,1671,
天地困人·六斤六两,(钰泞),,,D007394,D007394,,310,
天地困人·物华,(填膺),,,Lh_stick_040,RH_flagon_076,,1581,
天地困人·如烟,(炎辉),,,RH_knife_084,RH_knife_084,,1195,
天地困人·战舞西月,(楚流),,,LH_shield_077,RH_pike_077,,1769,
天地困人·曲水流觞,(怀陵),,,LH_piano_077,RH_blade_065,,1881,
天地困人·非池,(怀陵),,,LH_piano_077,RH_blade_065,,1881,
天地困人·割水,(断宇),,,LH_BDdagger_048,RH_BDknife_048,,LH_BDshell_048,BDshelf_048,,2037,
天地困人·游仙,(枯枝萤朵),,,San_033,San_033,,2309,
杜若灵伞,(乱香残夜),,,San_024,San_024,,2302,
愁予灵伞,(刺锋),,,San_028,San_028,,2303,
载云灵伞,(点花泪),,,San_039,San_039,,2304,
净心禅杖,(沧浪回崖),,,RH_wand_157,RH_wand_157,,1270,
守志禅杖,(沧浪回崖),,,RH_wand_157,RH_wand_157,,1270,
彤管,(琼枝玉令),,,RH_brush_157,RH_brush_157,,1369,
彩毫,(琼枝玉令),,,RH_brush_157,RH_brush_157,,1369,
天狼枪,(肃山河),,,RH_spear_145,RH_spear_145,,1470,
望北枪,(肃山河),,,RH_spear_145,RH_spear_145,,1470,
紫微剑,(云破月影),,,RH_sword_341,RH_sword_341,,1690,
太微剑,(云破月影),,,RH_sword_341,RH_sword_341,,1690,
急雪双剑,(幽树夜花),,,RH_sword_343,RH_sword_343,,995,
盈香双剑,(幽树夜花),,,RH_sword_343,RH_sword_343,,995,
凝情笛,(倾紫皇),,,D011116,D011116,,1930,
千花笛,(倾紫皇),,,D011116,D011116,,1930,
点苍弩,(淇水殇),,,RH_bow_096,RH_bow_096,,2206,
摧落弩,(淇水殇),,,RH_bow_096,RH_bow_096,,2206,
奇峰轻剑,(梧叶星霜),,,RH_sword_342,RH_sword_342,,1695,
寒松重剑,(秋阑藉风),,,D007411,D007411,,320,
千兽骨棒,(春竹吴酒),,,Lh_stick_050,RH_flagon_086,,1591,
无蹊弯刀,(浮雁沉鱼),,,RH_knife_098,RH_knife_098,,2106,
无歇弯刀,(浮雁沉鱼),,,RH_knife_098,RH_knife_098,,2106,
渡龙,(绝域苍茫),,,LH_shield_087,RH_pike_087,,1779,
雷喧,(绝域苍茫),,,LH_shield_087,RH_pike_087,,1779,
雅声,(弦歌别绪),,,LH_piano_087,RH_blade_087,,1891,
弦歌,(弦歌别绪),,,LH_piano_087,RH_blade_087,,1891,
曙霜刀,(长山阔水),,,LH_BDdagger_058,RH_BDknife_058,,LH_BDshell_058,BDshelf_058,,2047,
披香伞,(紫宵幻蝶),,,San_040,San_040,,2305,
昼晦灵伞,(云燕成双),,,San_002,San_002,,2301,
唯识,(梵音寂寂),,,RH_wand_154,RH_wand_154,,1271,
净土,(梵音寂寂),,,RH_wand_154,RH_wand_154,,1271,
点墨,(潇湘寒琼),,,RH_brush_154,RH_brush_154,,1370,
文川,(潇湘寒琼),,,RH_brush_154,RH_brush_154,,1370,
荡千军,(悬烽英落),,,RH_spear_142,RH_spear_142,,1471,
靖危城,(悬烽英落),,,RH_spear_142,RH_spear_142,,1471,
朝露荣枯,(凌华香雪),,,RH_sword_330,RH_sword_330,,1691,
斜阳无声,(凌华香雪),,,RH_sword_330,RH_sword_330,,1691,
横塘孤月,(玉骨遥月),,,RH_sword_332,RH_sword_332,,996,
飞鸿归舟,(玉骨遥月),,,RH_sword_332,RH_sword_332,,996,
枯藤清秋,(霜悦无声),,,D011113,D011113,,1931,
烟霞引梦,(霜悦无声),,,D011113,D011113,,1931,
星野疾风,(梅影孤舟),,,RH_bow_093,RH_bow_093,,2207,
云山夺魄,(梅影孤舟),,,RH_bow_093,RH_bow_093,,2207,
花飞尽,(江亭倾怀),,,RH_sword_331,RH_sword_331,shell_071,1696,
人不归,(千秋冷蕊),,,D007406,D007406,,321,
还鸦带影,(横云难渡),,,Lh_stick_047,RH_flagon_083,,1592,
光明列星,(幽玄月魄),,,RH_knife_094,RH_knife_094,,2107,
虚实悟理,(幽玄月魄),,,RH_knife_094,RH_knife_094,,2107,
走马西天,(杯雪雁归),,,LH_shield_084,RH_pike_084,,1780,
回圆见月,(杯雪雁归),,,LH_shield_084,RH_pike_084,,1780,
浮香绕影,(幽弦泠音),,,LH_piano_084,RH_blade_084,,1892,
荡舟欲语,(幽弦泠音),,,LH_piano_084,RH_blade_084,,1892,
风雨如晦,(云风游天),,,LH_BDdagger_055,RH_BDknife_055,,LH_BDshell_055,BDshelf_055,,2048,
溟海虚舟,(岁寒梅落),,,San_032,San_032,,2306,
涅槃,,,RH_wand_159,RH_wand_159,,,S_少林100大橙武攻击01,1276,
荣枯,,,RH_wand_158,RH_wand_158,,,S_少林100大橙武防御01,1275,
悲声,,,RH_brush_159,RH_brush_159,,,W_万花100大橙武攻击01,1375,
千山月影,,,RH_brush_158,RH_brush_158,,,W_万花100大橙武治疗01,1374,
赤乌流火,,,RH_spear_146,RH_spear_146,,,T_天策100大橙武攻击01,1475,
神威,,,RH_spear_147,RH_spear_147,,,T_天策100大橙武防御01,1476,
霜影玄玑,,,RH_sword_346,RH_sword_346,shell_074,,C_气纯100级大橙武01,2402,
瀚海长风,,,RH_sword_345,RH_sword_345,shell_073,,C_剑纯100级大橙武01,2401,
羲和凰羽,,,RH_sword_349,RH_sword_349,,Q_七秀100级大橙武输出01,Q_七秀100级大橙武输出01,2502,
沧澜·沉歌,,,RH_sword_347,RH_sword_348,,Q_七秀100级大橙武治疗01,Q_七秀100级大橙武治疗02,2501,
蛇影迷蝶,,,D011118,D011118,,,W_五毒100大橙武攻击01,1936,
咫尺韶华,,,D011117,D011117,,,W_五毒100大橙武治疗01,1935,
鹫翎诡夺,,,RH_bow_098,RH_bow_098,,,T_唐门100大橙武田螺01,2212,
螭首千机,,,RH_bow_097,RH_bow_097,,,T_唐门100大橙武惊羽01,2211,
君行四海,,,RH_sword_344,RH_sword_344,,,C_藏剑100级大橙武轻剑01,1700,
鹿卢,,,D007412,D007412,,,C_藏剑100级大橙武重剑01,325,
厉风炽海,,,Lh_stick_051,RH_flagon_087,,G_丐帮100大橙武棍01,G_丐帮100大橙武酒壶01,1596,
阴阳往极,,,RH_knife_099,RH_knife_100,,M_明教100级大橙武攻击白01,M_明教100级大橙武攻击黑01,2111,
圣炎耀尊,,,RH_knife_101,RH_knife_102,,M_明教100级大橙防御红01,M_明教100级大橙防御紫01,2112,
十律守心·猊焰,,,LH_shield_089,RH_pike_089,,C_苍云100级大橙武攻击盾01,C_苍云100级大橙武攻击刀01,1785,
十律守心·犴魂,,,LH_shield_088,RH_pike_088,,C_苍云100级大橙武防御盾01,C_苍云100级大橙武防御刀01,1784,
青雀无尘,,,LH_piano_089,RH_blade_089,,C_长歌100级大橙武琴输出01,C_长歌100级大橙武剑输出01,1897,
念庭兰,,,LH_piano_088,RH_blade_088,,C_长歌100级大橙武琴治疗01,C_长歌100级大橙武剑治疗01,1896,
沧骨曜月,,,LH_BDdagger_059,RH_BDknife_059,,LH_BDshell_059,BDshelf_059,,BD_霸刀100大橙武dangger05901,BD_霸刀100大橙武knife05901,BD_霸刀100大橙武shell05901,BD_霸刀100大橙武shelf05901,2052,
寒魄玉心,,,San_016,San_016,,,P_蓬莱100级大橙武伞关,2324,
涅槃,,,RH_wand_159,RH_wand_159,,,S_少林100大橙武攻击01,1276,
荣枯,,,RH_wand_158,RH_wand_158,,,S_少林100大橙武防御01,1275,
悲声,,,RH_brush_159,RH_brush_159,,,W_万花100大橙武攻击01,1375,
千山月影,,,RH_brush_158,RH_brush_158,,,W_万花100大橙武治疗01,1374,
赤乌流火,,,RH_spear_146,RH_spear_146,,,T_天策100大橙武攻击01,1475,
神威,,,RH_spear_147,RH_spear_147,,,T_天策100大橙武防御01,1476,
霜影玄玑,,,RH_sword_346,RH_sword_346,shell_074,,C_气纯100级大橙武01,2402,
瀚海长风,,,RH_sword_345,RH_sword_345,shell_073,,C_剑纯100级大橙武01,2401,
羲和凰羽,,,RH_sword_349,RH_sword_349,,Q_七秀100级大橙武输出01,Q_七秀100级大橙武输出01,2502,
沧澜·沉歌,,,RH_sword_347,RH_sword_348,,Q_七秀100级大橙武治疗01,Q_七秀100级大橙武治疗02,2501,
蛇影迷蝶,,,D011118,D011118,,,W_五毒100大橙武攻击01,1936,
咫尺韶华,,,D011117,D011117,,,W_五毒100大橙武治疗01,1935,
鹫翎诡夺,,,RH_bow_098,RH_bow_098,,,T_唐门100大橙武田螺01,2212,
螭首千机,,,RH_bow_097,RH_bow_097,,,T_唐门100大橙武惊羽01,2211,
君行四海,,,RH_sword_344,RH_sword_344,,,C_藏剑100级大橙武轻剑01,1700,
鹿卢,,,D007412,D007412,,,C_藏剑100级大橙武重剑01,325,
厉风炽海,,,Lh_stick_051,RH_flagon_087,,G_丐帮100大橙武棍01,G_丐帮100大橙武酒壶01,1596,
阴阳往极,,,RH_knife_099,RH_knife_100,,M_明教100级大橙武攻击白01,M_明教100级大橙武攻击黑01,2111,
圣炎耀尊,,,RH_knife_101,RH_knife_102,,M_明教100级大橙防御红01,M_明教100级大橙防御紫01,2112,
十律守心·猊焰,,,LH_shield_089,RH_pike_089,,C_苍云100级大橙武攻击盾01,C_苍云100级大橙武攻击刀01,1785,
十律守心·犴魂,,,LH_shield_088,RH_pike_088,,C_苍云100级大橙武防御盾01,C_苍云100级大橙武防御刀01,1784,
青雀无尘,,,LH_piano_089,RH_blade_089,,C_长歌100级大橙武琴输出01,C_长歌100级大橙武剑输出01,1897,
念庭兰,,,LH_piano_088,RH_blade_088,,C_长歌100级大橙武琴治疗01,C_长歌100级大橙武剑治疗01,1896,
沧骨曜月,,,LH_BDdagger_059,RH_BDknife_059,,LH_BDshell_059,BDshelf_059,,BD_霸刀100大橙武dangger05901,BD_霸刀100大橙武knife05901,BD_霸刀100大橙武shell05901,BD_霸刀100大橙武shelf05901,2052,
寒魄玉心,,,San_016,San_016,,,P_蓬莱100级大橙武伞关,2324,
涅槃,,,RH_wand_159,RH_wand_159,,,S_少林100大橙武攻击01,1276,
荣枯,,,RH_wand_158,RH_wand_158,,,S_少林100大橙武防御01,1275,
悲声,,,RH_brush_159,RH_brush_159,,,W_万花100大橙武攻击01,1375,
千山月影,,,RH_brush_158,RH_brush_158,,,W_万花100大橙武治疗01,1374,
赤乌流火,,,RH_spear_146,RH_spear_146,,,T_天策100大橙武攻击01,1475,
神威,,,RH_spear_147,RH_spear_147,,,T_天策100大橙武防御01,1476,
霜影玄玑,,,RH_sword_346,RH_sword_346,shell_074,,C_气纯100级大橙武01,2402,
瀚海长风,,,RH_sword_345,RH_sword_345,shell_073,,C_剑纯100级大橙武01,2401,
羲和凰羽,,,RH_sword_349,RH_sword_349,,Q_七秀100级大橙武输出01,Q_七秀100级大橙武输出01,2502,
沧澜·沉歌,,,RH_sword_347,RH_sword_348,,Q_七秀100级大橙武治疗01,Q_七秀100级大橙武治疗02,2501,
蛇影迷蝶,,,D011118,D011118,,,W_五毒100大橙武攻击01,1936,
咫尺韶华,,,D011117,D011117,,,W_五毒100大橙武治疗01,1935,
鹫翎诡夺,,,RH_bow_098,RH_bow_098,,,T_唐门100大橙武田螺01,2212,
螭首千机,,,RH_bow_097,RH_bow_097,,,T_唐门100大橙武惊羽01,2211,
君行四海,,,RH_sword_344,RH_sword_344,,,C_藏剑100级大橙武轻剑01,1700,
鹿卢,,,D007412,D007412,,,C_藏剑100级大橙武重剑01,325,
厉风炽海,,,Lh_stick_051,RH_flagon_087,,G_丐帮100大橙武棍01,G_丐帮100大橙武酒壶01,1596,
阴阳往极,,,RH_knife_099,RH_knife_100,,M_明教100级大橙武攻击白01,M_明教100级大橙武攻击黑01,2111,
圣炎耀尊,,,RH_knife_101,RH_knife_102,,M_明教100级大橙防御红01,M_明教100级大橙防御紫01,2112,
十律守心·猊焰,,,LH_shield_089,RH_pike_089,,C_苍云100级大橙武攻击盾01,C_苍云100级大橙武攻击刀01,1785,
十律守心·犴魂,,,LH_shield_088,RH_pike_088,,C_苍云100级大橙武防御盾01,C_苍云100级大橙武防御刀01,1784,
青雀无尘,,,LH_piano_089,RH_blade_089,,C_长歌100级大橙武琴输出01,C_长歌100级大橙武剑输出01,1897,
念庭兰,,,LH_piano_088,RH_blade_088,,C_长歌100级大橙武琴治疗01,C_长歌100级大橙武剑治疗01,1896,
沧骨曜月,,,LH_BDdagger_059,RH_BDknife_059,,LH_BDshell_059,BDshelf_059,,BD_霸刀100大橙武dangger05901,BD_霸刀100大橙武knife05901,BD_霸刀100大橙武shell05901,BD_霸刀100大橙武shelf05901,2052,
寒魄玉心,,,San_016,San_016,,,P_蓬莱100级大橙武伞关,2324,
测试装备,,,RH_wand_159,RH_wand_159,,,S_少林100大橙武攻击01,1276,
测试装备,,,RH_wand_158,RH_wand_158,,,S_少林100大橙武防御01,1275,
测试装备,,,RH_brush_159,RH_brush_159,,,W_万花100大橙武攻击01,1375,
测试装备,,,RH_brush_158,RH_brush_158,,,W_万花100大橙武治疗01,1374,
测试装备,,,RH_spear_146,RH_spear_146,,,T_天策100大橙武攻击01,1475,
测试装备,,,RH_spear_147,RH_spear_147,,,T_天策100大橙武防御01,1476,
测试装备,,,RH_sword_346,RH_sword_346,shell_074,,C_气纯100级大橙武01,2402,
测试装备,,,RH_sword_345,RH_sword_345,shell_073,,C_剑纯100级大橙武01,2401,
测试装备,,,RH_sword_349,RH_sword_349,,Q_七秀100级大橙武输出01,Q_七秀100级大橙武输出01,2502,
测试装备,,,RH_sword_347,RH_sword_348,,Q_七秀100级大橙武治疗01,Q_七秀100级大橙武治疗02,2501,
测试装备,,,D011118,D011118,,,W_五毒100大橙武攻击01,1936,
测试装备,,,D011117,D011117,,,W_五毒100大橙武治疗01,1935,
测试装备,,,RH_bow_098,RH_bow_098,,,T_唐门100大橙武田螺01,2212,
测试装备,,,RH_bow_097,RH_bow_097,,,T_唐门100大橙武惊羽01,2211,
测试装备,,,RH_sword_344,RH_sword_344,,,C_藏剑100级大橙武轻剑01,1700,
测试装备,,,D007412,D007412,,,C_藏剑100级大橙武重剑01,325,
测试装备,,,Lh_stick_051,RH_flagon_087,,G_丐帮100大橙武棍01,G_丐帮100大橙武酒壶01,1596,
测试装备,,,RH_knife_099,RH_knife_100,,M_明教100级大橙武攻击白01,M_明教100级大橙武攻击黑01,2111,
测试装备,,,RH_knife_101,RH_knife_102,,M_明教100级大橙防御红01,M_明教100级大橙防御紫01,2112,
测试装备,,,LH_shield_089,RH_pike_089,,C_苍云100级大橙武攻击盾01,C_苍云100级大橙武攻击刀01,1785,
测试装备,,,LH_shield_088,RH_pike_088,,C_苍云100级大橙武防御盾01,C_苍云100级大橙武防御刀01,1784,
测试装备,,,LH_piano_089,RH_blade_089,,C_长歌100级大橙武琴输出01,C_长歌100级大橙武剑输出01,1897,
测试装备,,,LH_piano_088,RH_blade_088,,C_长歌100级大橙武琴治疗01,C_长歌100级大橙武剑治疗01,1896,
测试装备,,,LH_BDdagger_059,RH_BDknife_059,,LH_BDshell_059,BDshelf_059,,BD_霸刀100大橙武dangger05901,BD_霸刀100大橙武knife05901,BD_霸刀100大橙武shell05901,BD_霸刀100大橙武shelf05901,2052,
测试装备,,,San_016,San_016,,,P_蓬莱100级大橙武伞关,2324,
测试装备,,,RH_wand_159,RH_wand_159,,,S_少林100大橙武攻击01,1276,
测试装备,,,RH_wand_158,RH_wand_158,,,S_少林100大橙武防御01,1275,
测试装备,,,RH_brush_159,RH_brush_159,,,W_万花100大橙武攻击01,1375,
测试装备,,,RH_brush_158,RH_brush_158,,,W_万花100大橙武治疗01,1374,
测试装备,,,RH_spear_146,RH_spear_146,,,T_天策100大橙武攻击01,1475,
测试装备,,,RH_spear_147,RH_spear_147,,,T_天策100大橙武防御01,1476,
测试装备,,,RH_sword_346,RH_sword_346,shell_074,,C_气纯100级大橙武01,2402,
测试装备,,,RH_sword_345,RH_sword_345,shell_073,,C_剑纯100级大橙武01,2401,
测试装备,,,RH_sword_349,RH_sword_349,,Q_七秀100级大橙武输出01,Q_七秀100级大橙武输出01,2502,
测试装备,,,RH_sword_347,RH_sword_348,,Q_七秀100级大橙武治疗01,Q_七秀100级大橙武治疗02,2501,
测试装备,,,D011118,D011118,,,W_五毒100大橙武攻击01,1936,
测试装备,,,D011117,D011117,,,W_五毒100大橙武治疗01,1935,
测试装备,,,RH_bow_098,RH_bow_098,,,T_唐门100大橙武田螺01,2212,
测试装备,,,RH_bow_097,RH_bow_097,,,T_唐门100大橙武惊羽01,2211,
测试装备,,,RH_sword_344,RH_sword_344,,,C_藏剑100级大橙武轻剑01,1700,
测试装备,,,D007412,D007412,,,C_藏剑100级大橙武重剑01,325,
测试装备,,,Lh_stick_051,RH_flagon_087,,G_丐帮100大橙武棍01,G_丐帮100大橙武酒壶01,1596,
测试装备,,,RH_knife_099,RH_knife_100,,M_明教100级大橙武攻击白01,M_明教100级大橙武攻击黑01,2111,
测试装备,,,RH_knife_101,RH_knife_102,,M_明教100级大橙防御红01,M_明教100级大橙防御紫01,2112,
测试装备,,,LH_shield_089,RH_pike_089,,C_苍云100级大橙武攻击盾01,C_苍云100级大橙武攻击刀01,1785,
测试装备,,,LH_shield_088,RH_pike_088,,C_苍云100级大橙武防御盾01,C_苍云100级大橙武防御刀01,1784,
测试装备,,,LH_piano_089,RH_blade_089,,C_长歌100级大橙武琴输出01,C_长歌100级大橙武剑输出01,1897,
测试装备,,,LH_piano_088,RH_blade_088,,C_长歌100级大橙武琴治疗01,C_长歌100级大橙武剑治疗01,1896,
测试装备,,,LH_BDdagger_059,RH_BDknife_059,,LH_BDshell_059,BDshelf_059,,BD_霸刀100大橙武dangger05901,BD_霸刀100大橙武knife05901,BD_霸刀100大橙武shell05901,BD_霸刀100大橙武shelf05901,2052,
测试装备,,,San_016,San_016,,,P_蓬莱100级大橙武伞关,2324,
测试装备,,,RH_wand_159,RH_wand_159,,,S_少林100大橙武攻击01,1276,
测试装备,,,RH_wand_158,RH_wand_158,,,S_少林100大橙武防御01,1275,
测试装备,,,RH_brush_159,RH_brush_159,,,W_万花100大橙武攻击01,1375,
测试装备,,,RH_brush_158,RH_brush_158,,,W_万花100大橙武治疗01,1374,
测试装备,,,RH_spear_146,RH_spear_146,,,T_天策100大橙武攻击01,1475,
测试装备,,,RH_spear_147,RH_spear_147,,,T_天策100大橙武防御01,1476,
测试装备,,,RH_sword_346,RH_sword_346,shell_074,,C_气纯100级大橙武01,2402,
测试装备,,,RH_sword_345,RH_sword_345,shell_073,,C_剑纯100级大橙武01,2401,
测试装备,,,RH_sword_349,RH_sword_349,,Q_七秀100级大橙武输出01,Q_七秀100级大橙武输出01,2502,
测试装备,,,RH_sword_347,RH_sword_348,,Q_七秀100级大橙武治疗01,Q_七秀100级大橙武治疗02,2501,
测试装备,,,D011118,D011118,,,W_五毒100大橙武攻击01,1936,
测试装备,,,D011117,D011117,,,W_五毒100大橙武治疗01,1935,
测试装备,,,RH_bow_098,RH_bow_098,,,T_唐门100大橙武田螺01,2212,
